Category,Message
spam,"Get 1 year FREE Netflix. Activate here: 50,000"
ham,"Hey, I'll reach by 6 PM. Wait near hostel."
ham,"Hey, I'll reach by 4 PM. Wait near hostel."
spam,"Claim your cashback of 10,000 rupees. Link: http://kyc-update-online.in"
ham,Lunch at canteen at 6?
ham,"I'm on the way, will reach in 7 minutes."
spam,"Earn 50,000 per day working from home. Register at http://secure-verify.net"
ham,"I'm on the way, will reach in 10 minutes."
ham,Call me when you're free.
ham,"I'm on the way, will reach in 12 minutes."
ham,"Hey, I'll reach by 7 PM. Wait near 201."
spam,"You are selected for our lucky draw. Amount: 50,000. Contact: http://click-free-prize.com"
ham,Where are you now?
spam,"Your electricity bill is pending. Pay now: 10,000"
ham,Are you coming to college today?
ham,Meeting is at 9 in room hostel.
ham,Don't forget our class at 5 tomorrow.
spam,"Claim your cashback of 10,000 rupees. Link: http://bit.ly/win-now"
spam,"Your electricity bill is pending. Pay now: 10,000"
ham,Happy birthday! Have a great day 🎉
ham,Happy birthday! Have a great day 🎉
ham,Lunch at canteen at 8?
ham,Don't forget our class at 4 tomorrow.
ham,Can you share today's attendance code?
spam,"Exclusive offer! Get flat 80% discount: 5,000"
ham,Don't forget our class at 10 tomorrow.
spam,"Recharge now and get 5GB free data. Limited offer: 10,000"
ham,Call me when you're free.
spam,"Recharge now and get 5GB free data. Limited offer: 50,000"
ham,"Hey, I'll reach by 1 PM. Wait near 201."
ham,Happy birthday! Have a great day 🎉
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://click-free-prize.com"
ham,Send me the PPT for today's seminar.
ham,Send me the PPT for today's seminar.
ham,"Bro, what time is the lab tomorrow?"
ham,Happy birthday! Have a great day 🎉
ham,Meeting is at 9 in room lab.
spam,"Claim your cashback of 1,00,000 rupees. Link: http://click-free-prize.com"
ham,Lunch at canteen at 10?
spam,"Your electricity bill is pending. Pay now: 50,000"
spam,"Your ATM card is blocked. Update details here: 50,000"
spam,"FREE gift voucher worth 50,000. Reply YES to claim."
spam,"Your KYC has expired. Update immediately at 10,000"
ham,"Hey, I'll reach by 11 PM. Wait near C3."
ham,"Hey, I'll reach by 8 PM. Wait near B12."
ham,Happy birthday! Have a great day 🎉
ham,I sent you the notes. Check WhatsApp.
spam,"Your KYC has expired. Update immediately at 50,000"
ham,Where are you now?
ham,Can you share today's attendance code?
spam,"Claim your cashback of 1,00,000 rupees. Link: http://bit.ly/win-now"
spam,"Your electricity bill is pending. Pay now: 5,000"
ham,Did you submit the assignment?
ham,"Bro, what time is the lab tomorrow?"
spam,"URGENT! Your bank account will be blocked. Verify now at 50,000"
ham,Send me the PPT for today's seminar.
spam,"Get 1 year FREE Netflix. Activate here: 10,000"
ham,Call me when you're free.
ham,Can you share today's attendance code?
spam,"Your parcel is stuck. Pay delivery fee here: 50,000"
ham,Are you coming to college today?
ham,Where are you now?
spam,"Instant loan up to 10,000. No documents needed. Apply now: http://secure-verify.net"
spam,"FREE gift voucher worth 10,000. Reply YES to claim."
ham,Where are you now?
ham,"Bro, what time is the lab tomorrow?"
ham,Did you submit the assignment?
spam,"Congratulations! You have won 50,000 rupees. Click here: http://click-free-prize.com"
ham,"I'm on the way, will reach in 10 minutes."
spam,"Exclusive offer! Get flat 80% discount: 50,000"
ham,I'll call you in 2 minutes.
spam,"FREE gift voucher worth 10,000. Reply YES to claim."
ham,Did you submit the assignment?
ham,Can you share today's attendance code?
ham,Lunch at canteen at 10?
ham,Are you coming to college today?
ham,Call me when you're free.
ham,Are you coming to college today?
spam,"Your KYC has expired. Update immediately at 50,000"
ham,Can you share today's attendance code?
spam,"Your ATM card is blocked. Update details here: 10,000"
spam,"Your ATM card is blocked. Update details here: 10,000"
spam,"Earn 50,000 per day working from home. Register at http://secure-verify.net"
ham,I sent you the notes. Check WhatsApp.
ham,Send me the PPT for today's seminar.
ham,"Hey, I'll reach by 7 PM. Wait near hostel."
spam,"Get 1 year FREE Netflix. Activate here: 50,000"
ham,Can you share today's attendance code?
spam,"FREE gift voucher worth 10,000. Reply YES to claim."
spam,"Win a brand new smartphone! Register here: 50,000"
ham,Where are you now?
ham,"Hey, I'll reach by 11 PM. Wait near C3."
ham,"Bro, what time is the lab tomorrow?"
spam,"Instant loan up to 10,000. No documents needed. Apply now: http://gift-claim-center.net"
spam,"Win a brand new smartphone! Register here: 5,000"
spam,"Earn 1,00,000 per day working from home. Register at http://secure-verify.net"
ham,I'll call you in 9 minutes.
ham,Where are you now?
spam,"FREE gift voucher worth 5,000. Reply YES to claim."
ham,Send me the PPT for today's seminar.
spam,"Your ATM card is blocked. Update details here: 50,000"
ham,Meeting is at 7 in room college gate.
ham,"Hey, I'll reach by 3 PM. Wait near canteen."
ham,Send me the PPT for today's seminar.
ham,"I'm on the way, will reach in 12 minutes."
spam,"Recharge now and get 5GB free data. Limited offer: 50,000"
ham,I sent you the notes. Check WhatsApp.
ham,Are you coming to college today?
spam,"Your ATM card is blocked. Update details here: 5,000"
ham,Happy birthday! Have a great day 🎉
ham,I'll call you in 12 minutes.
ham,Meeting is at 11 in room B12.
spam,"You are selected for our lucky draw. Amount: 50,000. Contact: http://bit.ly/win-now"
ham,Lunch at canteen at 6?
ham,Happy birthday! Have a great day 🎉
spam,"Earn 50,000 per day working from home. Register at http://kyc-update-online.in"
spam,"Your parcel is stuck. Pay delivery fee here: 10,000"
ham,Can you share today's attendance code?
spam,"Get 1 year FREE Netflix. Activate here: 5,000"
ham,Can you share today's attendance code?
ham,Send me the PPT for today's seminar.
spam,"Get 1 year FREE Netflix. Activate here: 5,000"
spam,"Your ATM card is blocked. Update details here: 10,000"
ham,"Hey, I'll reach by 3 PM. Wait near 101."
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://bit.ly/win-now"
spam,"Your parcel is stuck. Pay delivery fee here: 10,000"
spam,"Recharge now and get 5GB free data. Limited offer: 5,000"
ham,Where are you now?
ham,"I'm on the way, will reach in 8 minutes."
ham,Call me when you're free.
ham,"Hey, I'll reach by 5 PM. Wait near hostel."
ham,Don't forget our class at 11 tomorrow.
ham,Don't forget our class at 5 tomorrow.
ham,Meeting is at 8 in room canteen.
spam,"Recharge now and get 5GB free data. Limited offer: 50,000"
spam,"Exclusive offer! Get flat 80% discount: 5,000"
spam,"Get 1 year FREE Netflix. Activate here: 10,000"
spam,"Exclusive offer! Get flat 80% discount: 50,000"
spam,"FREE gift voucher worth 50,000. Reply YES to claim."
ham,I'll call you in 11 minutes.
ham,"I'm on the way, will reach in 6 minutes."
ham,Where are you now?
spam,"Your ATM card is blocked. Update details here: 5,000"
spam,"Your KYC has expired. Update immediately at 10,000"
spam,"Recharge now and get 5GB free data. Limited offer: 5,000"
ham,Happy birthday! Have a great day 🎉
spam,"Your electricity bill is pending. Pay now: 5,000"
spam,"Your parcel is stuck. Pay delivery fee here: 10,000"
ham,Can you share today's attendance code?
spam,"Your parcel is stuck. Pay delivery fee here: 5,000"
spam,"Win a brand new smartphone! Register here: 10,000"
ham,Can you share today's attendance code?
spam,"Win a brand new smartphone! Register here: 50,000"
spam,"Your KYC has expired. Update immediately at 10,000"
spam,"Your KYC has expired. Update immediately at 50,000"
ham,Don't forget our class at 3 tomorrow.
ham,Call me when you're free.
spam,"You are selected for our lucky draw. Amount: 10,000. Contact: http://bit.ly/win-now"
ham,Send me the PPT for today's seminar.
ham,I sent you the notes. Check WhatsApp.
spam,"FREE gift voucher worth 5,000. Reply YES to claim."
ham,Can you share today's attendance code?
ham,Are you coming to college today?
spam,"Instant loan up to 10,000. No documents needed. Apply now: http://gift-claim-center.net"
spam,"Earn 10,000 per day working from home. Register at http://click-free-prize.com"
spam,"Your electricity bill is pending. Pay now: 50,000"
spam,"FREE gift voucher worth 10,000. Reply YES to claim."
ham,Can you share today's attendance code?
spam,"Instant loan up to 10,000. No documents needed. Apply now: http://bit.ly/win-now"
spam,"Congratulations! You have won 1,00,000 rupees. Click here: http://click-free-prize.com"
spam,"Your KYC has expired. Update immediately at 50,000"
ham,Did you submit the assignment?
ham,Call me when you're free.
ham,I sent you the notes. Check WhatsApp.
ham,Don't forget our class at 12 tomorrow.
spam,"Instant loan up to 10,000. No documents needed. Apply now: http://offer-today.xyz"
ham,"I'm on the way, will reach in 12 minutes."
spam,"Instant loan up to 10,000. No documents needed. Apply now: http://click-free-prize.com"
spam,"Win a brand new smartphone! Register here: 50,000"
ham,"Bro, what time is the lab tomorrow?"
ham,Happy birthday! Have a great day 🎉
spam,"Claim your cashback of 10,000 rupees. Link: http://gift-claim-center.net"
spam,"Congratulations! You have won 10,000 rupees. Click here: http://offer-today.xyz"
ham,Happy birthday! Have a great day 🎉
ham,Are you coming to college today?
ham,Did you submit the assignment?
spam,"Recharge now and get 5GB free data. Limited offer: 5,000"
ham,"Bro, what time is the lab tomorrow?"
spam,"Exclusive offer! Get flat 80% discount: 10,000"
spam,"Get 1 year FREE Netflix. Activate here: 5,000"
spam,"Instant loan up to 1,00,000. No documents needed. Apply now: http://click-free-prize.com"
spam,"FREE gift voucher worth 5,000. Reply YES to claim."
spam,"Your parcel is stuck. Pay delivery fee here: 5,000"
ham,"I'm on the way, will reach in 8 minutes."
ham,I sent you the notes. Check WhatsApp.
spam,"FREE gift voucher worth 50,000. Reply YES to claim."
ham,"Bro, what time is the lab tomorrow?"
ham,Call me when you're free.
spam,"Exclusive offer! Get flat 80% discount: 10,000"
ham,"Hey, I'll reach by 11 PM. Wait near canteen."
spam,"URGENT! Your bank account will be blocked. Verify now at 10,000"
spam,"Get 1 year FREE Netflix. Activate here: 5,000"
spam,"Your electricity bill is pending. Pay now: 5,000"
ham,Send me the PPT for today's seminar.
ham,Did you submit the assignment?
spam,"You are selected for our lucky draw. Amount: 10,000. Contact: http://click-free-prize.com"
ham,Where are you now?
spam,"You are selected for our lucky draw. Amount: 50,000. Contact: http://secure-verify.net"
spam,"Congratulations! You have won 50,000 rupees. Click here: http://click-free-prize.com"
ham,I sent you the notes. Check WhatsApp.
spam,"Exclusive offer! Get flat 80% discount: 5,000"
spam,"Earn 50,000 per day working from home. Register at http://click-free-prize.com"
ham,"I'm on the way, will reach in 12 minutes."
spam,"Win a brand new smartphone! Register here: 10,000"
ham,Don't forget our class at 4 tomorrow.
ham,Where are you now?
ham,Call me when you're free.
spam,"Congratulations! You have won 1,00,000 rupees. Click here: http://kyc-update-online.in"
ham,"Hey, I'll reach by 1 PM. Wait near C3."
ham,I'll call you in 6 minutes.
ham,I sent you the notes. Check WhatsApp.
ham,"Bro, what time is the lab tomorrow?"
spam,"Claim your cashback of 1,00,000 rupees. Link: http://secure-verify.net"
ham,"Bro, what time is the lab tomorrow?"
spam,"Get 1 year FREE Netflix. Activate here: 10,000"
ham,Can you share today's attendance code?
spam,"Get 1 year FREE Netflix. Activate here: 5,000"
spam,"Congratulations! You have won 1,00,000 rupees. Click here: http://secure-verify.net"
spam,"Your ATM card is blocked. Update details here: 50,000"
ham,Meeting is at 10 in room library.
ham,I'll call you in 1 minutes.
spam,"Recharge now and get 5GB free data. Limited offer: 5,000"
ham,"I'm on the way, will reach in 4 minutes."
spam,"You are selected for our lucky draw. Amount: 10,000. Contact: http://offer-today.xyz"
spam,"Your KYC has expired. Update immediately at 10,000"
spam,"FREE gift voucher worth 5,000. Reply YES to claim."
spam,"Your ATM card is blocked. Update details here: 50,000"
ham,Where are you now?
ham,Did you submit the assignment?
spam,"Earn 10,000 per day working from home. Register at http://secure-verify.net"
spam,"Win a brand new smartphone! Register here: 10,000"
ham,Can you share today's attendance code?
spam,"Win a brand new smartphone! Register here: 10,000"
ham,"I'm on the way, will reach in 11 minutes."
ham,Happy birthday! Have a great day 🎉
ham,Are you coming to college today?
ham,Don't forget our class at 9 tomorrow.
spam,"URGENT! Your bank account will be blocked. Verify now at 5,000"
ham,Where are you now?
ham,Happy birthday! Have a great day 🎉
spam,"Recharge now and get 5GB free data. Limited offer: 5,000"
ham,Don't forget our class at 2 tomorrow.
spam,"Get 1 year FREE Netflix. Activate here: 50,000"
spam,"Your parcel is stuck. Pay delivery fee here: 5,000"
ham,"Bro, what time is the lab tomorrow?"
ham,"Bro, what time is the lab tomorrow?"
ham,I'll call you in 10 minutes.
spam,"Exclusive offer! Get flat 80% discount: 50,000"
spam,"Recharge now and get 5GB free data. Limited offer: 10,000"
ham,Meeting is at 7 in room B12.
spam,"Congratulations! You have won 1,00,000 rupees. Click here: http://offer-today.xyz"
ham,Happy birthday! Have a great day 🎉
spam,"Instant loan up to 10,000. No documents needed. Apply now: http://bit.ly/win-now"
spam,"Earn 1,00,000 per day working from home. Register at http://offer-today.xyz"
spam,"Get 1 year FREE Netflix. Activate here: 5,000"
spam,"Get 1 year FREE Netflix. Activate here: 5,000"
ham,I'll call you in 9 minutes.
spam,"Get 1 year FREE Netflix. Activate here: 50,000"
ham,I'll call you in 12 minutes.
ham,"Hey, I'll reach by 8 PM. Wait near hostel."
spam,"Claim your cashback of 10,000 rupees. Link: http://click-free-prize.com"
ham,"Hey, I'll reach by 2 PM. Wait near C3."
spam,"Earn 50,000 per day working from home. Register at http://click-free-prize.com"
ham,Happy birthday! Have a great day 🎉
spam,"Instant loan up to 50,000. No documents needed. Apply now: http://secure-verify.net"
ham,Send me the PPT for today's seminar.
spam,"Get 1 year FREE Netflix. Activate here: 50,000"
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://gift-claim-center.net"
ham,"Hey, I'll reach by 1 PM. Wait near canteen."
ham,Where are you now?
spam,"FREE gift voucher worth 50,000. Reply YES to claim."
ham,I sent you the notes. Check WhatsApp.
